SucursalID,ClienteID,NombreSucursal,Direccion,Provincia,Localidad,Latitud,Longitud,CodigoPostal
256,123,Sucursal 1,Diag. Catamarca N° 663,Corrientes,Paso de los Libres,-29.712516,-57.087654,3230
257,123,Sucursal 2,Calle Güemes N° 5135,Corrientes,Mercedes,-29.183067,-58.077786,3470
258,123,Sucursal 3,Avenida San Martin N° 26,Corrientes,Corrientes Capital,-27.481693,-58.83363,3400
259,123,Sucursal 4,Avenida San Salvador de Jujuy N° 6738,Entre Ríos,Concordia,-31.383178,-58.015963,3200
260,124,Sucursal 1,Blv. Santiago del Estero N° 67,Misiones,Puerto Iguazú,-25.595216,-54.580971,3370
261,125,Sucursal 1,Diagonal La Rioja N° 573,Chaco,Charata,-27.219016,-61.202362,3730
262,126,Sucursal 1,Camino Jujuy N° 673,Formosa,El Colorado,-26.301802,-59.368122,3603
263,126,Sucursal 2,Camino 9 N° 4761,Formosa,Clorinda,-25.280461,-57.717552,3610
264,127,Sucursal 1,Calle Córdoba N° 883,Chaco,Charata,-27.218738,-61.199711,3730
265,127,Sucursal 2,Av. 8 N° 633,Chaco,Sáenz Peña,-26.791071,-60.438216,3700
266,128,Sucursal 1,Avenida Pte. Perón N° 8518,Corrientes,Corrientes Capital,-27.483424,-58.837066,3400
267,128,Sucursal 2,Diag. San Luis N° 212,Corrientes,Paso de los Libres,-29.710789,-57.086486,3230
268,128,Sucursal 3,Diagonal 6 N° 9477,Corrientes,Mercedes,-29.178603,-58.077223,3470
269,129,Sucursal 1,Calle 2 N° 662,Entre Ríos,Concepción del Uruguay,-32.481259,-58.234771,3260
270,129,Sucursal 2,Av. Alem N° 467,Entre Ríos,Paraná,-31.743513,-60.508568,3100
271,129,Sucursal 3,Calle 2 N° 7459,Chaco,Charata,-27.218115,-61.2027,3730
272,130,Sucursal 1,Diagonal Neuquén N° 4751,Corrientes,Goya,-29.138287,-59.263539,3450
273,131,Sucursal 1,Calle 1 N° 32,Misiones,Puerto Iguazú,-25.595769,-54.58103,3370
274,131,Sucursal 2,Boulevard 1 N° 4157,Entre Ríos,Gualeguay,-33.139358,-59.319642,2840
275,132,Sucursal 1,Avenida Resistencia N° 9499,Entre Ríos,Concordia,-31.382417,-58.017728,3200
276,133,Sucursal 1,Diag. Alvear N° 84,Formosa,El Colorado,-26.30139,-59.365302,3603
277,133,Sucursal 2,Av. 6 N° 643,Misiones,Oberá,-27.48141,-55.118603,3360
278,134,Sucursal 1,Diagonal Merlo N° 447,Misiones,Eldorado,-26.397226,-54.618069,3380
279,134,Sucursal 2,Calle San Luis N° 86,Misiones,Eldorado,-26.398861,-54.616831,3380
280,135,Sucursal 1,Diag. Ciudad Autónoma de Buenos Aires N° 55,Entre Ríos,Paraná,-31.739583,-60.513499,3100
281,135,Sucursal 2,Av. Mitre N° 693,Corrientes,Mercedes,-29.180123,-58.081548,3470
282,135,Sucursal 3,Av. San Miguel de Tucumán N° 18,Chaco,Resistencia,-27.453478,-58.983133,3500
283,136,Sucursal 1,Calle Omar Nuñez N° 796,Formosa,Ingeniero Juárez,-23.89893,-61.851912,3636
284,136,Sucursal 2,Calle San Luis N° 147,Misiones,Eldorado,-26.398325,-54.616032,3380
285,137,Sucursal 1,Calle Merlo N° 4098,Formosa,Formosa Capital,-26.180778,-58.185622,3600
286,138,Sucursal 1,Av. Entre Ríos N° 494,Misiones,Apóstoles,-27.919424,-55.76813,3350
287,138,Sucursal 2,Av. 5 N° 47,Misiones,Posadas,-27.370026,-55.89389,3300
288,139,Sucursal 1,Av. Misiones N° 831,Entre Ríos,Gualeguay,-33.140238,-59.315357,2840
289,139,Sucursal 2,Calle Corrientes N° 814,Chaco,Barranqueras,-27.480433,-58.932281,3503
290,139,Sucursal 3,Av. Rivadavia N° 471,Misiones,Posadas,-27.366985,-55.894971,3300
291,139,Sucursal 4,Avenida Córdoba N° 97,Formosa,El Colorado,-26.302429,-59.36573,3603
292,139,Sucursal 5,Boulevard 186 A N° 279,Chaco,Barranqueras,-27.483408,-58.932318,3503
293,140,Sucursal 1,Diagonal G. Brown N° 309,Corrientes,Mercedes,-29.179266,-58.07855,3470
294,140,Sucursal 2,Av. 4 N° 976,Formosa,El Colorado,-26.302673,-59.36584,3603
295,141,Sucursal 1,Avenida Mendoza N° 51,Formosa,Clorinda,-25.281207,-57.714589,3610
296,142,Sucursal 1,Diagonal 2 N° 66,Corrientes,Curuzú Cuatiá,-29.788191,-58.055376,3460
297,143,Sucursal 1,Avenida San Salvador de Jujuy N° 133,Chaco,Villa Ángela,-27.585998,-60.718364,3540
298,143,Sucursal 2,Calle Santiago del Estero N° 383,Entre Ríos,Paraná,-31.742628,-60.509597,3100
299,143,Sucursal 3,Av. G. Brown N° 956,Corrientes,Curuzú Cuatiá,-29.789945,-58.052492,3460
300,143,Sucursal 4,Diagonal Santiago del Estero N° 254,Misiones,Apóstoles,-27.919172,-55.766709,3350
301,144,Sucursal 1,Diagonal Tucumán N° 192,Corrientes,Paso de los Libres,-29.709916,-57.086029,3230
302,144,Sucursal 2,Av. La Plata N° 6598,Corrientes,Corrientes Capital,-27.482884,-58.835126,3400
303,145,Sucursal 1,Boulevard Santa Cruz N° 7697,Formosa,Pirané,-25.736299,-59.119155,3606
304,145,Sucursal 2,Diag. Santa Fe N° 2876,Formosa,El Colorado,-26.297221,-59.365875,3603
305,145,Sucursal 3,Calle 5 N° 391,Formosa,Clorinda,-25.282926,-57.715772,3610
306,145,Sucursal 4,Av. Güemes N° 3613,Misiones,Apóstoles,-27.913998,-55.76752,3350
307,146,Sucursal 1,Diagonal 6 N° 1825,Chaco,Barranqueras,-27.481234,-58.934308,3503
308,146,Sucursal 2,Av. San Juan N° 3594,Entre Ríos,Gualeguay,-33.140981,-59.316861,2840
309,147,Sucursal 1,Av. Tucumán N° 122,Entre Ríos,Gualeguaychú,-33.008085,-58.513215,2820
310,147,Sucursal 2,Diagonal Pte. Perón N° 29,Entre Ríos,Concordia,-31.38497,-58.017652,3200
311,148,Sucursal 1,Av. Buenos Aires N° 322,Chaco,Charata,-27.216414,-61.200757,3730
312,148,Sucursal 2,Av. La Rioja N° 6746,Corrientes,Paso de los Libres,-29.715525,-57.089515,3230
313,148,Sucursal 3,Av. Mendoza N° 5567,Corrientes,Mercedes,-29.179369,-58.077445,3470
314,148,Sucursal 4,Blv. San Martin N° 1754,Misiones,Puerto Iguazú,-25.599558,-54.577935,3370
315,149,Sucursal 1,Diagonal 7 N° 7556,Corrientes,Paso de los Libres,-29.710219,-57.088143,3230
316,150,Sucursal 1,Avenida 5 N° 4788,Chaco,Sáenz Peña,-26.790899,-60.440453,3700
317,150,Sucursal 2,Av. Paraná N° 259,Misiones,Puerto Iguazú,-25.599921,-54.577801,3370
318,150,Sucursal 3,Avenida Corrientes N° 811,Entre Ríos,Concordia,-31.382767,-58.015067,3200
319,151,Sucursal 1,Camino Rosario N° 391,Misiones,Apóstoles,-27.915749,-55.763963,3350
320,151,Sucursal 2,Diagonal 138 Bis N° 189,Corrientes,Mercedes,-29.178517,-58.081874,3470
321,151,Sucursal 3,Av. Resistencia N° 126,Entre Ríos,Concepción del Uruguay,-32.485309,-58.234588,3260
322,152,Sucursal 1,Diagonal Rivadavia N° 247,Formosa,Clorinda,-25.281614,-57.714239,3610
323,152,Sucursal 2,Camino Rosario N° 395,Entre Ríos,Gualeguaychú,-33.007329,-58.509417,2820
324,153,Sucursal 1,Blv. Tierra del Fuego N° 8994,Corrientes,Paso de los Libres,-29.713476,-57.086897,3230
325,154,Sucursal 1,Avenida 5 N° 772,Formosa,Clorinda,-25.281012,-57.717188,3610
326,154,Sucursal 2,Diag. 3 N° 62,Formosa,El Colorado,-26.297505,-59.365126,3603
327,154,Sucursal 3,Avenida 6 N° 95,Chaco,Villa Ángela,-27.583913,-60.717643,3540
328,155,Sucursal 1,Avenida Santa Fe N° 64,Misiones,Apóstoles,-27.914871,-55.768871,3350
329,155,Sucursal 2,Boulevard 4 N° 9738,Formosa,El Colorado,-26.2988,-59.365209,3603
330,156,Sucursal 1,Diagonal 123 B N° 85,Entre Ríos,Gualeguaychú,-33.007513,-58.511917,2820
331,156,Sucursal 2,Camino 2 N° 588,Entre Ríos,Concepción del Uruguay,-32.479987,-58.236405,3260
332,157,Sucursal 1,Av. Alem N° 45,Chaco,Sáenz Peña,-26.791455,-60.439357,3700
333,158,Sucursal 1,Diagonal 7 N° 384,Entre Ríos,Concordia,-31.385504,-58.015438,3200
334,158,Sucursal 2,Calle 2 N° 464,Chaco,Resistencia,-27.451077,-58.984434,3500
335,159,Sucursal 1,Calle Salta N° 840,Entre Ríos,Gualeguaychú,-33.010108,-58.511687,2820
336,159,Sucursal 2,Av. Catamarca N° 753,Formosa,Formosa Capital,-26.182803,-58.180644,3600
337,159,Sucursal 3,Diag. 4 N° 8957,Entre Ríos,Gualeguaychú,-33.008295,-58.509313,2820
338,160,Sucursal 1,Avenida San Miguel de Tucumán N° 99,Misiones,Puerto Iguazú,-25.59535,-54.578464,3370
339,160,Sucursal 2,Diagonal 8 N° 870,Corrientes,Corrientes Capital,-27.481215,-58.837282,3400
340,161,Sucursal 1,Diagonal Mendoza N° 21,Chaco,Sáenz Peña,-26.793598,-60.436387,3700
341,162,Sucursal 1,Diagonal J.J. Castelli N° 16,Entre Ríos,Concordia,-31.384797,-58.014664,3200
342,162,Sucursal 2,Diagonal Mitre N° 29,Entre Ríos,Gualeguaychú,-33.006094,-58.512576,2820
343,163,Sucursal 1,Boulevard Salta N° 798,Corrientes,Goya,-29.141248,-59.262984,3450
344,163,Sucursal 2,Av. 9 N° 219,Formosa,El Colorado,-26.297792,-59.365263,3603
345,163,Sucursal 3,Av. Comodoro Rivadavia N° 44,Chaco,Barranqueras,-27.481846,-58.932932,3503
346,163,Sucursal 4,Diagonal 5 N° 255,Chaco,Barranqueras,-27.483234,-58.931519,3503
347,164,Sucursal 1,Camino Misiones N° 4098,Entre Ríos,Gualeguaychú,-33.006813,-58.508241,2820
348,164,Sucursal 2,Calle J.B. Alberdi N° 166,Misiones,Eldorado,-26.400501,-54.614971,3380
349,165,Sucursal 1,Av. Ushuaia N° 16,Misiones,Posadas,-27.364305,-55.898777,3300
350,165,Sucursal 2,Diagonal Omar Nuñez N° 272,Entre Ríos,Concepción del Uruguay,-32.484092,-58.236477,3260
351,165,Sucursal 3,Calle 4 N° 412,Entre Ríos,Gualeguay,-33.139537,-59.317042,2840
352,165,Sucursal 4,Blv. San Luis N° 816,Chaco,Barranqueras,-27.480831,-58.932072,3503
353,166,Sucursal 1,Camino 1 N° 991,Entre Ríos,Gualeguay,-33.14117,-59.315269,2840
354,166,Sucursal 2,Diagonal Mar del Plata N° 994,Chaco,Sáenz Peña,-26.790543,-60.435314,3700
355,167,Sucursal 1,Calle 6 N° 224,Misiones,Apóstoles,-27.918635,-55.765604,3350
356,167,Sucursal 2,Diagonal Córdoba N° 76,Chaco,Resistencia,-27.448325,-58.98419,3500
357,167,Sucursal 3,Diagonal Catamarca N° 285,Corrientes,Paso de los Libres,-29.713537,-57.087929,3230
358,167,Sucursal 4,Diagonal 7 N° 454,Formosa,Pirané,-25.734715,-59.118734,3606
359,168,Sucursal 1,Blv. 9 N° 327,Corrientes,Corrientes Capital,-27.481517,-58.833342,3400
360,168,Sucursal 2,Diagonal Alvear N° 644,Corrientes,Mercedes,-29.18406,-58.076328,3470
361,169,Sucursal 1,Calle 5 N° 64,Entre Ríos,Gualeguay,-33.139106,-59.316006,2840
362,170,Sucursal 1,Camino 4 N° 645,Formosa,Formosa Capital,-26.181561,-58.182999,3600
363,170,Sucursal 2,Blv. Pte. Perón N° 247,Corrientes,Curuzú Cuatiá,-29.787996,-58.055393,3460
364,171,Sucursal 1,Calle 4 N° 224,Chaco,Resistencia,-27.450976,-58.983882,3500
365,171,Sucursal 2,Calle Merlo N° 691,Chaco,Resistencia,-27.451604,-58.985378,3500
366,171,Sucursal 3,Av. San Salvador de Jujuy N° 846,Corrientes,Curuzú Cuatiá,-29.790604,-58.052,3460
367,172,Sucursal 1,Av. Tierra del Fuego N° 88,Misiones,Posadas,-27.368114,-55.897339,3300
368,172,Sucursal 2,Avenida Alem N° 912,Entre Ríos,Gualeguay,-33.14099,-59.316851,2840
369,172,Sucursal 3,Calle Pte. Perón N° 6826,Formosa,Pirané,-25.731358,-59.113813,3606
370,172,Sucursal 4,Diagonal 6 N° 35,Corrientes,Corrientes Capital,-27.482812,-58.835524,3400
371,173,Sucursal 1,Diagonal Bahía Blanca N° 689,Entre Ríos,Paraná,-31.741218,-60.510773,3100
372,174,Sucursal 1,Avenida La Rioja N° 26,Entre Ríos,Concordia,-31.380986,-58.017412,3200
373,174,Sucursal 2,Diagonal Córdoba N° 7269,Corrientes,Paso de los Libres,-29.713485,-57.087259,3230
374,175,Sucursal 1,Avenida 8 N° 3167,Corrientes,Corrientes Capital,-27.478032,-58.832667,3400
375,175,Sucursal 2,Avenida 7 N° 5462,Misiones,Oberá,-27.483214,-55.116648,3360
376,175,Sucursal 3,Avenida Mendoza N° 456,Formosa,Formosa Capital,-26.186037,-58.18091,3600
377,176,Sucursal 1,Diag. Santiago del Estero N° 448,Misiones,Posadas,-27.367017,-55.893411,3300
378,177,Sucursal 1,Avenida Buenos Aires N° 133,Entre Ríos,Gualeguay,-33.141472,-59.319656,2840
379,178,Sucursal 1,Calle Salta N° 583,Chaco,Sáenz Peña,-26.791178,-60.436459,3700
380,179,Sucursal 1,Av. Jujuy N° 6318,Corrientes,Paso de los Libres,-29.714567,-57.085528,3230
381,179,Sucursal 2,Calle Resistencia N° 6540,Entre Ríos,Concepción del Uruguay,-32.480949,-58.236321,3260
382,180,Sucursal 1,Calle 3 N° 13,Entre Ríos,Concepción del Uruguay,-32.481484,-58.240057,3260
383,180,Sucursal 2,Diagonal Comodoro Rivadavia N° 682,Entre Ríos,Gualeguaychú,-33.00881,-58.513275,2820
384,181,Sucursal 1,Av. 4 N° 994,Chaco,Resistencia,-27.449335,-58.985251,3500
385,181,Sucursal 2,Boulevard San Martin N° 338,Formosa,Ingeniero Juárez,-23.89807,-61.847534,3636
386,181,Sucursal 3,Calle Santa Fe N° 51,Misiones,Puerto Iguazú,-25.597872,-54.577819,3370
387,182,Sucursal 1,Boulevard San Luis N° 3998,Misiones,Posadas,-27.369999,-55.89506,3300
388,182,Sucursal 2,Calle Neuquén N° 951,Formosa,Pirané,-25.736265,-59.115378,3606
389,182,Sucursal 3,Boulevard Santiago del Estero N° 559,Corrientes,Curuzú Cuatiá,-29.788164,-58.053786,3460
390,183,Sucursal 1,Av. 9 N° 948,Misiones,Oberá,-27.480732,-55.119063,3360
391,184,Sucursal 1,Diag. Viedma N° 778,Formosa,El Colorado,-26.302481,-59.365108,3603
392,184,Sucursal 2,Avenida 6 N° 6591,Misiones,Apóstoles,-27.917412,-55.764767,3350
393,185,Sucursal 1,Camino San Martin N° 219,Formosa,Formosa Capital,-26.185362,-58.184981,3600
394,185,Sucursal 2,Avenida San Luis N° 116,Entre Ríos,Concepción del Uruguay,-32.483254,-58.235415,3260
395,186,Sucursal 1,Av. Río Gallegos N° 569,Chaco,Charata,-27.213939,-61.202136,3730
396,186,Sucursal 2,Avenida 7 N° 631,Entre Ríos,Concordia,-31.380978,-58.013908,3200
397,186,Sucursal 3,Diagonal San Juan N° 627,Entre Ríos,Concepción del Uruguay,-32.481712,-58.234456,3260
398,186,Sucursal 4,Avenida 1 N° 3679,Corrientes,Corrientes Capital,-27.480179,-58.83427,3400
399,187,Sucursal 1,Avenida 4 N° 13,Corrientes,Goya,-29.14337,-59.26212,3450
400,187,Sucursal 2,Diagonal Saavedra N° 57,Formosa,Pirané,-25.733015,-59.119189,3606
401,188,Sucursal 1,Av. Malvinas Argentinas N° 190,Entre Ríos,Concepción del Uruguay,-32.481151,-58.235844,3260
402,188,Sucursal 2,Calle Malvinas Argentinas N° 3324,Chaco,Sáenz Peña,-26.792724,-60.437224,3700
403,189,Sucursal 1,Avenida Ushuaia N° 31,Corrientes,Mercedes,-29.183334,-58.080575,3470
404,189,Sucursal 2,Diagonal 2 N° 255,Chaco,Villa Ángela,-27.585134,-60.718612,3540
405,189,Sucursal 3,Avenida Santiago del Estero N° 185,Formosa,Ingeniero Juárez,-23.897886,-61.847892,3636
406,189,Sucursal 4,Av. Corrientes N° 956,Formosa,Pirané,-25.733532,-59.116402,3606
407,190,Sucursal 1,Diagonal Mendoza N° 321,Entre Ríos,Concordia,-31.385896,-58.019111,3200
408,190,Sucursal 2,Av. J.J. Castelli N° 520,Entre Ríos,Concepción del Uruguay,-32.482116,-58.234491,3260
409,191,Sucursal 1,Calle Merlo N° 608,Corrientes,Mercedes,-29.180272,-58.080493,3470
410,191,Sucursal 2,Diagonal Pte. Perón N° 354,Chaco,Charata,-27.215983,-61.197599,3730
411,192,Sucursal 1,Diagonal Corrientes N° 8326,Formosa,Formosa Capital,-26.183596,-58.182602,3600
412,192,Sucursal 2,Boulevard 2 N° 507,Chaco,Charata,-27.215539,-61.202086,3730
413,192,Sucursal 3,Av. Chaco N° 362,Formosa,Ingeniero Juárez,-23.900813,-61.851102,3636
414,193,Sucursal 1,Av. 6 N° 968,Chaco,Resistencia,-27.454071,-58.987123,3500
415,193,Sucursal 2,Calle 9 N° 7971,Chaco,Barranqueras,-27.482027,-58.932455,3503
416,193,Sucursal 3,Calle 9 N° 959,Chaco,Villa Ángela,-27.581259,-60.718894,3540
417,194,Sucursal 1,Diagonal Güemes N° 3489,Formosa,Formosa Capital,-26.183523,-58.184148,3600
418,194,Sucursal 2,Blv. Corrientes N° 240,Chaco,Charata,-27.216778,-61.202347,3730
419,195,Sucursal 1,Avenida J.M. de Rosas N° 589,Chaco,Villa Ángela,-27.581148,-60.71886,3540
420,196,Sucursal 1,Diagonal Formosa N° 7251,Chaco,Sáenz Peña,-26.793621,-60.435782,3700
421,196,Sucursal 2,Calle J.J. Castelli N° 1225,Corrientes,Curuzú Cuatiá,-29.788335,-58.051947,3460
422,196,Sucursal 3,Calle 4 N° 731,Formosa,Clorinda,-25.28251,-57.714824,3610
423,196,Sucursal 4,Avenida 6 N° 534,Formosa,Ingeniero Juárez,-23.900569,-61.84946,3636
424,197,Sucursal 1,Av. Constitución N° 88,Formosa,Pirané,-25.734736,-59.114336,3606
425,198,Sucursal 1,Boulevard Malvinas Argentinas N° 588,Entre Ríos,Paraná,-31.740249,-60.512305,3100
426,198,Sucursal 2,Diagonal Misiones N° 164,Chaco,Barranqueras,-27.480951,-58.932762,3503
427,199,Sucursal 1,Av. Güemes N° 33,Corrientes,Mercedes,-29.181512,-58.078838,3470
428,199,Sucursal 2,Avenida 8 N° 38,Misiones,Eldorado,-26.400817,-54.619636,3380
429,200,Sucursal 1,Calle 1 N° 425,Formosa,El Colorado,-26.298895,-59.365157,3603
430,200,Sucursal 2,Avenida San Martin N° 951,Corrientes,Mercedes,-29.181623,-58.080825,3470
431,201,Sucursal 1,Avenida Mitre N° 881,Entre Ríos,Concordia,-31.381067,-58.018823,3200
432,201,Sucursal 2,Av. Mitre N° 16,Entre Ríos,Concepción del Uruguay,-32.482699,-58.238047,3260
433,201,Sucursal 3,Calle Alem N° 719,Chaco,Barranqueras,-27.481731,-58.93491,3503
434,201,Sucursal 4,Av. Mitre N° 493,Chaco,Villa Ángela,-27.584083,-60.719443,3540
435,202,Sucursal 1,Boulevard 1 N° 95,Formosa,Clorinda,-25.280854,-57.717532,3610
436,203,Sucursal 1,Av. Constitución N° 31,Misiones,Apóstoles,-27.914411,-55.769461,3350
437,203,Sucursal 2,Calle J.J. Castelli N° 94,Entre Ríos,Paraná,-31.742956,-60.510278,3100
438,203,Sucursal 3,Calle Alem N° 84,Formosa,Clorinda,-25.282499,-57.718059,3610
439,204,Sucursal 1,Avenida Mendoza N° 496,Formosa,Ingeniero Juárez,-23.899734,-61.851957,3636
440,204,Sucursal 2,Avenida Río Negro N° 7879,Entre Ríos,Paraná,-31.742629,-60.510974,3100
441,205,Sucursal 1,Diagonal Mitre N° 454,Formosa,Clorinda,-25.28479,-57.713864,3610
442,206,Sucursal 1,Avenida 149 Bis N° 592,Formosa,Clorinda,-25.283865,-57.714797,3610
443,206,Sucursal 2,Blv. 8 N° 24,Misiones,Oberá,-27.483379,-55.116807,3360
444,207,Sucursal 1,Av. Río Gallegos N° 7995,Corrientes,Corrientes Capital,-27.480489,-58.836766,3400
445,207,Sucursal 2,Diag. Jujuy N° 8685,Chaco,Resistencia,-27.45272,-58.985513,3500
446,207,Sucursal 3,Avenida 2 N° 79,Chaco,Villa Ángela,-27.585031,-60.718579,3540
447,207,Sucursal 4,Camino 2 N° 135,Misiones,Oberá,-27.482688,-55.114798,3360
448,208,Sucursal 1,Av. J.J. Castelli N° 7316,Chaco,Barranqueras,-27.483812,-58.934319,3503
449,208,Sucursal 2,Avenida Malvinas Argentinas N° 2343,Corrientes,Paso de los Libres,-29.712911,-57.087627,3230
450,208,Sucursal 3,Boulevard Río Negro N° 255,Chaco,Sáenz Peña,-26.791655,-60.437216,3700
451,208,Sucursal 4,Calle 1 N° 78,Misiones,Puerto Iguazú,-25.600065,-54.581341,3370
452,209,Sucursal 1,Calle Omar Nuñez N° 411,Formosa,Ingeniero Juárez,-23.902033,-61.849223,3636
453,209,Sucursal 2,Boulevard Entre Ríos N° 56,Corrientes,Goya,-29.138055,-59.264819,3450
454,209,Sucursal 3,Diag. 5 N° 9913,Chaco,Resistencia,-27.45255,-58.98752,3500
455,209,Sucursal 4,Diagonal J.B. Alberdi N° 94,Misiones,Eldorado,-26.399404,-54.616318,3380
456,210,Sucursal 1,Diagonal Omar Nuñez N° 559,Entre Ríos,Concepción del Uruguay,-32.481232,-58.235272,3260
457,211,Sucursal 1,Avenida Güemes N° 65,Chaco,Sáenz Peña,-26.792505,-60.435143,3700
458,212,Sucursal 1,Diagonal 2 N° 58,Chaco,Resistencia,-27.452784,-58.986135,3500
459,212,Sucursal 2,Av. San Juan N° 79,Corrientes,Mercedes,-29.179532,-58.076977,3470
460,213,Sucursal 1,Camino Saavedra N° 228,Formosa,El Colorado,-26.299042,-59.368113,3603
461,214,Sucursal 1,Av. Chilecito N° 55,Misiones,Apóstoles,-27.916121,-55.769287,3350
462,214,Sucursal 2,Av. Corrientes N° 217,Misiones,Eldorado,-26.400687,-54.619049,3380
463,215,Sucursal 1,Av. 3 N° 606,Formosa,Clorinda,-25.281142,-57.716674,3610
464,215,Sucursal 2,Av. Neuquén N° 740,Misiones,Puerto Iguazú,-25.595241,-54.577967,3370
465,215,Sucursal 3,Diagonal Río Gallegos N° 196,Chaco,Resistencia,-27.451245,-58.984912,3500
466,216,Sucursal 1,Av. Santa Cruz N° 338,Formosa,Pirané,-25.73328,-59.118995,3606
467,217,Sucursal 1,Av. 2 N° 2364,Entre Ríos,Concordia,-31.385518,-58.016079,3200
468,217,Sucursal 2,Blv. Belgrano N° 54,Corrientes,Corrientes Capital,-27.478118,-58.832951,3400
469,217,Sucursal 3,Diagonal Ciudad Autónoma de Buenos Aires N° 9947,Entre Ríos,Paraná,-31.742311,-60.511976,3100
470,218,Sucursal 1,Diag. Mendoza N° 225,Entre Ríos,Gualeguaychú,-33.007621,-58.512423,2820
471,218,Sucursal 2,Diagonal Corrientes N° 862,Formosa,Formosa Capital,-26.181563,-58.184013,3600
472,219,Sucursal 1,Av. Paraná N° 126,Entre Ríos,Concepción del Uruguay,-32.480153,-58.235177,3260
473,219,Sucursal 2,Diagonal Jujuy N° 4410,Formosa,Ingeniero Juárez,-23.902414,-61.852197,3636
474,219,Sucursal 3,Calle Santa Fe N° 7069,Formosa,Formosa Capital,-26.181705,-58.180839,3600
475,219,Sucursal 4,Diagonal San Juan N° 693,Corrientes,Curuzú Cuatiá,-29.791,-58.052039,3460
476,220,Sucursal 1,Av. 6 N° 817,Chaco,Villa Ángela,-27.585166,-60.715445,3540
477,220,Sucursal 2,Calle G. Brown N° 35,Corrientes,Corrientes Capital,-27.480032,-58.836893,3400
478,221,Sucursal 1,Blv. 1 N° 147,Misiones,Eldorado,-26.399073,-54.615573,3380
479,222,Sucursal 1,Av. Mendoza N° 198,Misiones,Puerto Iguazú,-25.598026,-54.580671,3370
480,222,Sucursal 2,Av. Malvinas Argentinas N° 684,Entre Ríos,Paraná,-31.741388,-60.512932,3100
481,223,Sucursal 1,Diag. 1 N° 8377,Formosa,Ingeniero Juárez,-23.900806,-61.851347,3636
482,223,Sucursal 2,Diag. Comodoro Rivadavia N° 19,Entre Ríos,Concordia,-31.383915,-58.018478,3200
483,224,Sucursal 1,Av. Comodoro Rivadavia N° 57,Formosa,Pirané,-25.733405,-59.117479,3606
484,224,Sucursal 2,Blv. Alvear N° 781,Formosa,Pirané,-25.733397,-59.113769,3606
485,224,Sucursal 3,Camino J.M. de Rosas N° 36,Formosa,Ingeniero Juárez,-23.900934,-61.848767,3636
486,224,Sucursal 4,Av. Omar Nuñez N° 141,Entre Ríos,Concepción del Uruguay,-32.484772,-58.235017,3260
487,225,Sucursal 1,Av. San Juan N° 61,Entre Ríos,Concepción del Uruguay,-32.484221,-58.235501,3260
488,226,Sucursal 1,Avenida Rivadavia N° 8269,Corrientes,Paso de los Libres,-29.714513,-57.088097,3230
489,227,Sucursal 1,Avenida Formosa N° 35,Formosa,Pirané,-25.732616,-59.115593,3606
490,227,Sucursal 2,Av. Tierra del Fuego N° 474,Corrientes,Goya,-29.142436,-59.259913,3450
491,227,Sucursal 3,Blv. Santiago del Estero N° 436,Corrientes,Corrientes Capital,-27.478674,-58.83266,3400
492,228,Sucursal 1,Av. 4 N° 17,Formosa,El Colorado,-26.300388,-59.369316,3603
493,228,Sucursal 2,Calle Belgrano N° 74,Chaco,Barranqueras,-27.484075,-58.932646,3503
494,229,Sucursal 1,Diag. Chaco N° 710,Misiones,Eldorado,-26.397416,-54.617296,3380
495,229,Sucursal 2,Blv. Misiones N° 377,Entre Ríos,Paraná,-31.741774,-60.51023,3100
496,229,Sucursal 3,Diag. Córdoba N° 282,Formosa,El Colorado,-26.302655,-59.365058,3603
497,229,Sucursal 4,Av. Saavedra N° 86,Chaco,Resistencia,-27.450258,-58.985966,3500
